"","n_trial","stim_i","oper","O1","O2","RA","Taste","RZ","Fx_zeit","O1_zeit","O2_zeit","RA_zeit","RT_t1","StartPulseTime","cp_jit","RT","trained","subj"
"995","126","100",-0.5,74,35,49,1,1437,2540664,2542161,2543558,2548149,2549586,1981020,-100,1437,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"996","127","3",0.5,52,24,74,2,772,2559976,2561473,2562870,2567860,2568632,1981020,300,772,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"997","128","41",0.5,54,17,81,2,526,2579887,2581384,2582781,2587372,2587898,1981020,-100,526,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"998","1","54",0.5,47,35,80,1,618,22203,23700,25097,30204,30822,21840,400,618,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"999","2","28",0.5,52,16,78,1,480,41731,43228,44625,49732,50212,21840,400,480,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1000","3","81",-0.5,76,24,54,2,541,61541,63038,64436,69326,69867,21840,200,541,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1001","4","47",0.5,49,23,62,2,630,81452,82949,84346,88737,89367,21840,-300,630,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1002","5","128",-0.5,75,27,38,1,521,100247,101744,103142,108032,108553,21840,200,521,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1003","6","64",0.5,38,14,62,1,578,120158,121655,123052,127443,128021,21840,-300,578,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1004","7","95",-0.5,68,15,51,2,488,139053,140550,141948,146938,147426,21840,300,488,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1005","8","18",0.5,32,13,47,2,472,158265,159762,161159,165750,166222,21840,-100,472,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1006","9","127",-0.5,65,27,48,2,1048,177676,179173,180571,185361,186409,21840,100,1048,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1007","10","35",0.5,36,17,63,2,1001,196988,198485,199882,204173,205174,21840,-400,1001,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1008","11","56",0.5,58,17,65,1,765,215601,217098,218495,222986,223751,21840,-200,765,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1009","12","111",-0.5,65,29,38,2,1077,234313,235810,237208,241798,242875,21840,-100,1077,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1010","13","92",-0.5,83,21,64,1,906,253808,255305,256702,261093,261999,21840,-300,906,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1011","14","4",0.5,53,21,76,1,714,273019,274550,275947,280238,280952,21840,-400,714,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1012","15","103",-0.5,73,15,68,2,770,291749,293246,294643,299134,299904,21840,-200,770,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1013","16","98",-0.5,62,28,32,1,680,310960,312457,313855,318645,319325,21840,100,680,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1014","17","48",0.5,49,24,71,1,627,330155,331652,333050,338056,338683,21840,300,627,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1015","18","121",-0.5,61,24,39,2,510,349467,350964,352361,357251,357761,21840,200,510,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1016","19","14",0.5,48,21,71,1,664,369361,370858,372255,377361,378025,21840,400,664,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1017","20","71",-0.5,67,14,51,2,604,388689,390186,391583,395874,396478,21840,-400,604,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1018","21","57",0.5,54,19,71,2,941,407800,409297,410695,415286,416227,21840,-100,941,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1019","22","94",-0.5,86,35,61,1,795,426896,428393,429790,434697,435492,21840,200,795,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1020","23","7",0.5,42,34,78,2,662,446706,448203,449600,454391,455053,21840,100,662,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1021","24","32",0.5,47,21,78,1,676,466001,467498,468895,473486,474162,21840,-100,676,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1022","25","80",-0.5,59,18,31,1,670,484897,486394,487791,492897,493567,21840,400,670,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1023","26","26",0.5,31,28,69,1,795,504824,506321,507718,512209,513004,21840,-200,795,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1024","27","13",0.5,58,21,69,2,582,524019,525516,526929,531421,532003,21840,-200,582,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1025","28","120",-0.5,71,35,46,1,755,543447,544944,546341,550732,551487,21840,-300,755,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1026","29","77",-0.5,86,25,71,2,726,562558,564055,565453,569744,570470,21840,-400,726,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1027","30","33",0.5,58,16,72,2,690,581753,583250,584648,589638,590328,21840,300,690,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1028","31","75",-0.5,84,52,42,2,554,601763,603261,604658,609664,610218,21840,300,554,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1029","32","99",-0.5,83,25,48,2,613,621092,622589,623986,628776,629389,21840,100,613,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1030","33","85",-0.5,65,24,43,2,494,702679,704176,705573,710563,711057,702632,300,494,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1031","34","8",0.5,24,13,47,1,958,722173,723670,725067,729958,730916,702632,200,958,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1032","35","86",-0.5,75,13,64,1,718,741368,742865,744263,749369,750087,702632,400,718,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1033","36","46",0.5,29,14,41,1,690,761195,762692,764090,768880,769570,702632,100,690,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1034","37","112",-0.5,57,18,49,1,640,780806,782303,783701,787992,788632,702632,-400,640,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1035","38","60",0.5,34,29,53,1,891,799918,801415,802812,807303,808194,702632,-200,891,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1036","39","124",-0.5,72,24,38,1,788,819113,820610,822007,827014,827802,702632,300,788,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1037","40","102",-0.5,84,35,47,1,931,838541,840038,841435,846542,847473,702632,400,931,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1038","41","3",0.5,52,24,74,2,562,857869,859366,860763,865770,866332,702632,300,562,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1039","42","79",-0.5,49,17,34,2,566,877879,879376,880774,885265,885831,702632,-200,566,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1040","43","67",-0.5,47,13,24,2,777,896891,898388,899802,904193,904970,702632,-300,777,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1041","44","87",-0.5,86,24,52,2,606,915604,917101,918498,922989,923595,702632,-200,606,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1042","45","109",-0.5,75,26,47,2,461,934416,935913,937311,941602,942063,702632,-400,461,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1043","46","55",0.5,36,28,74,2,554,952913,954410,955807,960914,961468,702632,400,554,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1044","47","118",-0.5,73,27,48,1,998,972441,973938,975335,980125,981123,702632,100,998,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1045","48","61",0.5,39,24,61,2,553,991552,993050,994447,999038,999591,702632,-100,553,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1046","49","25",0.5,61,18,69,2,781,1010565,1012062,1013459,1017950,1018731,702632,-200,781,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1047","50","100",-0.5,74,35,49,1,635,1029577,1031074,1032471,1037361,1037996,702632,200,635,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1048","51","21",0.5,41,34,73,2,1073,1049188,1050685,1052082,1057188,1058261,702632,400,1073,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1049","52","24",0.5,61,23,82,1,529,1068499,1069996,1071393,1076184,1076713,702632,100,529,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1050","53","10",0.5,42,37,69,1,628,1088193,1089690,1091087,1095678,1096306,702632,-100,628,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1051","54","37",0.5,46,28,64,2,470,1107488,1108985,1110382,1115272,1115742,702632,200,470,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1052","55","20",0.5,51,24,65,1,593,1127199,1128696,1130093,1134883,1135476,702632,100,593,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1053","56","52",0.5,46,27,63,1,692,1146194,1147691,1149088,1154095,1154787,702632,300,692,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1054","57","113",-0.5,82,19,65,2,817,1165705,1167202,1168599,1172891,1173708,702632,-400,817,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1055","58","40",0.5,67,15,84,1,521,1184917,1186414,1187811,1192202,1192723,702632,-300,521,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1056","59","84",-0.5,89,41,46,1,693,1204328,1205825,1207222,1211514,1212207,702632,-400,693,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1057","60","119",-0.5,54,17,27,2,627,1223623,1225120,1226517,1231407,1232034,702632,200,627,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1058","61","41",0.5,54,17,81,2,484,1243516,1245013,1246411,1251002,1251486,702632,-100,484,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1059","62","68",-0.5,46,14,34,1,610,1263028,1264525,1265922,1270313,1270923,702632,-300,610,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1060","63","76",-0.5,53,21,34,1,1136,1282223,1283720,1285117,1289708,1290844,702632,-100,1136,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1061","64","9",0.5,24,15,37,2,715,1301734,1303231,1304628,1309019,1309734,702632,-300,715,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1062","65","16",0.5,45,34,89,1,514,1362013,1363510,1364908,1370014,1370528,1361972,400,514,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1063","66","91",-0.5,74,42,42,2,711,1381524,1383021,1384419,1388910,1389621,1361972,-200,711,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1064","67","83",-0.5,48,23,23,2,550,1400919,1402416,1403813,1408304,1408854,1361972,-200,550,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1065","68","49",0.5,39,17,58,2,486,1419831,1421328,1422726,1427117,1427603,1361972,-300,486,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1066","69","5",0.5,43,14,67,2,601,1438644,1440141,1441538,1445830,1446431,1361972,-400,601,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1067","70","126",-0.5,87,38,47,1,566,1457157,1458654,1460051,1464442,1465008,1361972,-300,566,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1068","71","117",-0.5,72,29,41,2,573,1476369,1477866,1479263,1484153,1484726,1361972,200,573,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1069","72","2",0.5,41,23,74,1,575,1495780,1497277,1498674,1503681,1504256,1361972,300,575,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1070","73","44",0.5,43,29,74,1,541,1515690,1517187,1518584,1523574,1524115,1361972,300,541,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1071","74","19",0.5,34,23,67,2,629,1535484,1536981,1538378,1542969,1543598,1361972,-100,629,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1072","75","31",0.5,67,12,69,2,493,1554280,1555777,1557174,1561964,1562457,1361972,100,493,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1073","76","73",-0.5,83,51,34,2,527,1573475,1574972,1576369,1581476,1582003,1361972,400,527,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1074","77","108",-0.5,72,23,39,1,551,1592886,1594383,1595814,1600404,1600955,1361972,-100,551,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1075","78","6",0.5,52,13,67,1,748,1612530,1614027,1615425,1620331,1621079,1361972,200,748,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1076","79","50",0.5,49,25,72,1,666,1631659,1633156,1634553,1639443,1640109,1361972,200,666,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1077","80","125",-0.5,75,38,39,2,487,1651070,1652567,1653964,1658356,1658843,1361972,-300,487,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1078","81","66",-0.5,86,41,43,1,846,1669982,1671479,1672877,1677168,1678014,1361972,-400,846,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1079","82","116",-0.5,53,17,46,1,478,1689177,1690674,1692072,1696363,1696841,1361972,-400,478,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1080","83","43",0.5,43,19,64,2,501,1708273,1709770,1711167,1715558,1716059,1361972,-300,501,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1081","84","27",0.5,41,17,56,2,1023,1727384,1728881,1730279,1734770,1735793,1361972,-200,1023,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1082","85","34",0.5,37,28,67,1,1457,1746180,1747677,1749075,1753366,1754823,1361972,-400,1457,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1083","86","17",0.5,62,14,78,2,915,1765176,1766673,1768070,1772860,1773775,1361972,100,915,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1084","87","53",0.5,57,16,75,2,479,1784986,1786483,1787880,1792671,1793150,1361972,100,479,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1085","89","62",0.5,59,13,74,1,674,1823277,1824774,1826171,1831161,1831835,1361972,300,674,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1086","90","90",-0.5,74,43,41,1,660,1842971,1844468,1845865,1850971,1851631,1361972,400,660,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1087","91","74",-0.5,63,12,41,1,774,1862981,1864478,1865875,1870466,1871240,1361972,-100,774,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1088","92","97",-0.5,51,19,34,2,1367,1882275,1883806,1885203,1890309,1891676,1361972,400,1367,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1089","93","107",-0.5,81,13,78,2,621,1902435,1903932,1905329,1910320,1910941,1361972,300,621,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1090","94","69",-0.5,78,31,45,2,505,1921747,1923244,1924641,1929232,1929737,1361972,-100,505,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1091","95","45",0.5,48,24,82,2,603,1941358,1942855,1944252,1948743,1949346,1361972,-200,603,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1092","96","88",-0.5,45,14,41,1,796,1960170,1961667,1963064,1967955,1968751,1361972,200,796,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1093","97","23",0.5,64,12,78,2,615,2026504,2028001,2029399,2034289,2034904,2026480,200,615,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1094","98","104",-0.5,51,16,25,1,595,2045616,2047113,2048510,2052902,2053497,2026480,-300,595,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1095","99","12",0.5,62,16,68,1,587,2064312,2065809,2067207,2072097,2072684,2026480,200,587,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1096","100","123",-0.5,62,13,59,2,659,2084023,2085520,2086917,2092024,2092683,2026480,400,659,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1097","101","115",-0.5,64,25,29,2,650,2103334,2104831,2106229,2110720,2111370,2026480,-200,650,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1098","102","63",0.5,47,24,61,2,668,2122347,2123844,2125241,2129732,2130400,2026480,-200,668,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1099","103","82",-0.5,48,14,32,1,701,2141858,2143355,2144752,2149542,2150243,2026480,100,701,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1100","104","59",0.5,43,28,81,2,492,2161568,2163065,2164463,2169469,2169961,2026480,300,492,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1101","105","15",0.5,47,31,76,2,695,2180980,2182477,2183874,2188265,2188960,2026480,-300,695,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1102","106","65",-0.5,68,12,54,2,673,2199676,2201173,2202570,2207161,2207834,2026480,-100,673,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1103","107","1",0.5,51,23,64,2,616,2218571,2220102,2221499,2226389,2227005,2026480,200,616,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1104","108","70",-0.5,68,23,35,1,678,2238016,2239513,2240910,2245201,2245879,2026480,-400,678,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1105","109","122",-0.5,52,14,36,1,788,2257111,2258608,2260005,2265012,2265800,2026480,300,788,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1106","110","22",0.5,31,23,56,1,638,2276838,2278335,2279733,2284224,2284862,2026480,-200,638,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1107","111","106",-0.5,52,13,37,1,743,2296349,2297846,2299244,2304134,2304877,2026480,200,743,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1108","112","72",-0.5,79,21,68,1,637,2315445,2316942,2318339,2323129,2323766,2026480,100,637,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1109","113","58",0.5,54,18,74,1,587,2334956,2336453,2337850,2342241,2342828,2026480,-300,587,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1110","114","78",-0.5,79,36,53,1,543,2353768,2355265,2356662,2361253,2361796,2026480,-100,543,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1111","115","51",0.5,37,25,72,2,463,2372664,2374161,2375558,2380348,2380811,2026480,100,463,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1112","116","38",0.5,39,25,74,1,680,2392458,2393955,2395352,2400458,2401138,2026480,400,680,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1113","117","42",0.5,52,19,61,1,588,2412368,2413865,2415262,2420252,2420840,2026480,300,588,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1114","118","114",-0.5,82,28,52,1,804,2432378,2433875,2435272,2440379,2441183,2026480,400,804,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1115","119","89",-0.5,54,12,32,2,592,2451706,2453203,2454600,2459590,2460182,2026480,300,592,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1116","120","110",-0.5,86,18,58,1,561,2471101,2472598,2473995,2478386,2478947,2026480,-300,561,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1117","121","93",-0.5,68,37,21,2,633,2489897,2491394,2492791,2497282,2497915,2026480,-200,633,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1118","122","36",0.5,57,18,65,1,574,2509308,2510805,2512202,2516793,2517367,2026480,-100,574,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1119","123","30",0.5,46,32,68,1,1106,2528403,2529900,2531297,2536088,2537194,2026480,100,1106,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1120","124","105",-0.5,71,24,49,2,703,2547914,2549411,2550808,2555100,2555803,2026480,-400,703,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1121","125","29",0.5,45,14,57,2,624,2566727,2568224,2569621,2573912,2574536,2026480,-400,624,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1122","126","39",0.5,48,27,73,2,581,2585722,2587219,2588616,2592908,2593489,2026480,-400,581,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1123","127","96",-0.5,56,15,31,1,834,2604934,2606431,2607828,2612419,2613253,2026480,-100,834,0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1124","128","11",0.5,61,17,76,2,728,2624445,2625942,2627339,2632446,2633174,2026480,400,728,-0.5,"/Volumes/Drive/Thesis/new_data/sub18/log_files/sub18_S2_ASTrain.xls"
"1125","1","21",0.5,41,34,73,2,657,26195,27692,29089,33880,34537,26103,100,657,0.5,"/Volumes/Drive/Thesis/new_data/sub20/log_files/sub20_S2_ASTrain.xls"
"1126","2","128",-0.5,75,27,38,2,1063,45290,46787,48185,53191,54254,26103,300,1063,0.5,"/Volumes/Drive/Thesis/new_data/sub20/log_files/sub20_S2_ASTrain.xls"
